iter	RMSE
952	1.442301451
953	1.442100548
954	1.441729607
955	1.44122166
956	1.440870418
957	1.440566764
958	1.440162413
959	1.439853799
960	1.439497549
961	1.439134827
962	1.43842531
963	1.438014514
964	1.437756782
965	1.4374171
966	1.437098287
967	1.436790572
968	1.436498352
969	1.436079854
970	1.435560331
971	1.435226348
972	1.434778742
973	1.434554162
974	1.434366482
975	1.43412859
976	1.433850625
977	1.43354234
978	1.433140115
979	1.432650423
980	1.4322936
981	1.431874657
982	1.431506055
983	1.431132658
984	1.430797953
985	1.4305177
986	1.430218379
987	1.429967698
988	1.429199272
989	1.428928516
990	1.428599587
991	1.428299469
992	1.427994523
993	1.427654731
994	1.427221517
995	1.426985655
996	1.426592812
997	1.426260249
998	1.425926013
999	1.425530962
